Mar 19 15:08:55.136 VTTY: Console port: waiting connection on tcp port 2005 for protocol IPv4 (FD 10)
Mar 19 15:08:55.140 slot0: C/H/S settings = 0/4/32
Mar 19 15:08:55.140 slot1: C/H/S settings = 0/4/32
Mar 19 15:08:55.370 C3745_BOOT: starting instance (CPU0 PC=0xffffffffbfc00000,idle_pc=0x0,JIT on)
Mar 19 15:08:55.370 CPU0: CPU_STATE: Starting CPU (old state=2)...
Mar 19 15:08:55.538 ROM: Microcode has started.
Mar 19 15:08:55.542 ROM: trying to read bootvar 'WARM_REBOOT'
Mar 19 15:08:55.544 CPU0: IO_FPGA: write to unknown addr 0x30, value=0x0, pc=0xffffffff80a99108 (size=1)
Mar 19 15:08:55.544 CPU0: IO_FPGA: read from unknown addr 0x30, pc=0xffffffff80a9911c (size=1)
Mar 19 15:08:55.649 CPU0: IO_FPGA: read from unknown addr 0x6, pc=0x6026e48c (size=2)
Mar 19 15:08:55.650 CPU0: IO_FPGA: read from unknown addr 0x10000a, pc=0x60275d88 (size=2)
Mar 19 15:08:55.650 CPU0: IO_FPGA: write to unknown addr 0x10000a, value=0x0, pc=0x60275d98 (size=2)
Mar 19 15:08:55.650 ROM: unhandled syscall 0x00000047 at pc=0x60a9a89c (a1=0x80007db4,a2=0x00000010,a3=0xbfb00000)
Mar 19 15:08:56.020 ROM: trying to read bootvar 'RANDOM_NUM'
Mar 19 15:08:56.055 CPU0: IO_FPGA: write to unknown addr 0x2e, value=0x20, pc=0x6028323c (size=2)
Mar 19 15:09:45.806 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:46.053 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:46.305 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:46.553 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:46.806 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:47.053 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:47.306 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:47.554 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:47.806 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:48.053 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:48.306 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:48.553 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:48.805 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:49.054 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:49.306 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:49.554 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:49.806 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:50.053 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:50.306 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:50.554 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:50.806 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:51.053 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:51.306 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:51.553 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:51.805 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:52.054 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:52.306 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:52.553 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:52.805 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:53.054 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:53.306 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:53.554 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:53.805 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:54.054 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:54.305 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:54.553 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:54.806 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:55.053 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:55.306 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:55.554 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:55.806 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:56.053 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:56.306 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:56.553 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:56.806 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:57.053 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:57.305 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:57.553 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:57.805 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:58.053 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:58.306 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:58.554 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:58.806 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:59.053 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:59.306 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:59.553 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:09:59.806 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:00.053 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:00.305 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:00.554 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:00.805 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:01.054 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:01.306 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:01.553 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:01.806 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:02.053 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:02.307 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:02.553 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:02.806 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:03.054 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:03.305 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:03.554 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:03.806 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:04.053 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:04.305 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:04.554 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:04.806 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:05.053 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:05.305 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:05.553 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:05.805 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:06.054 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:06.306 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:06.554 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:06.805 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:07.053 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:07.306 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:07.553 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:07.806 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:08.053 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:08.306 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:08.553 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:08.806 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:09.053 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:09.306 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:09.554 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:09.805 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:10.053 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:10.305 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:10.554 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:10.806 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:11.054 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:11.306 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:11.554 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:11.806 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:12.053 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:12.305 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:12.554 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:12.806 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:13.053 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:13.306 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:13.553 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:13.806 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:14.054 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:14.307 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:14.554 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:14.805 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:15.054 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:15.305 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:15.553 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:15.806 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:16.053 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:16.306 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:16.554 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:16.805 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:17.053 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:17.306 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:17.554 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:17.806 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:18.054 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:18.306 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:18.554 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:18.806 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:19.054 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:19.306 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:19.554 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:19.805 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:20.054 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:20.306 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:20.554 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:20.806 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:21.055 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Mar 19 15:10:21.140 C3745_STOP: stopping simulation.
Mar 19 15:10:21.140 CPU0: CPU_STATE: Halting CPU (old state=0)...
Mar 19 15:10:21.160 VM: shutdown procedure engaged.
Mar 19 15:10:21.160 VM_OBJECT: Shutdown of object "ns16552"
Mar 19 15:10:21.160 DEVICE: Removal of device ns16552, fd=-1, host_addr=0x0, flags=0
Mar 19 15:10:21.160 VM_OBJECT: Shutdown of object "mem_bswap"
Mar 19 15:10:21.160 DEVICE: Removal of device mem_bswap, fd=-1, host_addr=0x0, flags=0
Mar 19 15:10:21.160 VM_OBJECT: Shutdown of object "rom"
Mar 19 15:10:21.160 DEVICE: Removal of device rom, fd=13, host_addr=0x726b85a00000, flags=1
Mar 19 15:10:21.160 MMAP: unmapping of device 'rom', fd=13, host_addr=0x726b85a00000, len=0x200000
Mar 19 15:10:21.160 VM_OBJECT: Shutdown of object "ram"
Mar 19 15:10:21.160 DEVICE: Removal of device ram, fd=12, host_addr=0x726b85c00000, flags=34
Mar 19 15:10:21.160 MMAP: unmapping of device 'ram', fd=12, host_addr=0x726b85c00000, len=0x10000000
Mar 19 15:10:21.183 VM_OBJECT: Shutdown of object "gt96100"
Mar 19 15:10:21.183 DEVICE: Removal of device gt96100, fd=-1, host_addr=0x0, flags=0
Mar 19 15:10:21.183 VM_OBJECT: Shutdown of object "io_fpga"
Mar 19 15:10:21.183 DEVICE: Removal of device io_fpga, fd=-1, host_addr=0x0, flags=0
Mar 19 15:10:21.183 VM_OBJECT: Shutdown of object "ssa"
Mar 19 15:10:21.183 DEVICE: Removal of device ssa, fd=11, host_addr=0x726b95d5a000, flags=2
Mar 19 15:10:21.183 MMAP: unmapping of device 'ssa', fd=11, host_addr=0x726b95d5a000, len=0x7000
Mar 19 15:10:21.183 VM_OBJECT: Shutdown of object "remote_ctrl"
Mar 19 15:10:21.183 DEVICE: Removal of device remote_ctrl, fd=-1, host_addr=0x0, flags=0
Mar 19 15:10:21.183 VM: removing PCI busses.
Mar 19 15:10:21.183 VM: deleting VTTY.
Mar 19 15:10:21.183 VTTY: Console port: closing FD 10
Mar 19 15:10:21.183 VM: deleting system CPUs.
Mar 19 15:10:21.183 CPU0: CPU_STATE: Halting CPU (old state=1)...
Mar 19 15:10:21.208 VM: shutdown procedure completed.
